title,text,subject,date,label
Saudi-led coalition calls missile 'dangerous escalation' of Yemen conflict,"RIYADH (Reuters) - A Saudi-led coalition accused Yemen s Houthi militia of a  dangerous escalation  on Sunday after Saudi air defense forces intercepted a ballistic missile fired towards Riyadh. Saudi Arabia also announced financial rewards for information leading to the arrest of 40 leaders it said were responsible for  planning, implementing and supporting the Houthi terrorist group s various terrorist activities . The bounties topped out at $30 million for the armed group s leader, Abdel-Malek al-Houthi, the state news agency reported. The missile was brought down on Saturday evening near King Khaled International Airport on the northern outskirts of the capital and did not cause any casualties.      The Houthis  dangerous escalation came because of Iranian support,  coalition spokesman Colonel Turki al-Maliki said in a televised news conference. Rocket launch vehicles used to fire the missile were made in Iran, he added. Saudi Arabia and its allies accuse arch-foe Iran of supplying missiles and other weapons to the Houthis, saying the arms were not present in Yemen before the conflict began in 2015. Iran denies the charges and blames the conflict on Riyadh. Yemen s civil war pits the internationally recognized government, backed by Saudi Arabia and its allies, against the Houthis and forces loyal to former president Ali Abdullah Saleh. The war has already killed more than 10,000 and displaced millions, with around 500,000 cholera cases reported in the country since the worst outbreak in decades started in April. The Saudi-led coalition s statement on Sunday echoed accusations by U.S. President Donald Trump, who described the missile as  a shot just taken by Iran  against Saudi Arabia. The head of Iran s Revolutionary Guard Corps dismissed Trump s comments as slander. French Foreign Minister Jean-Yves Le Drian said on Sunday the missile launch by Houthi rebels showed there was a danger of ballistic proliferation across the region. Saudi Arabia has signaled its intention to buy separate air defense systems from the United States and Russia. ",worldnews,"November 5, 2017 ",0
Senate Budget Committee approves Mulvaney as budget director,"WASHINGTON (Reuters) - The U.S. Senate Budget Committee on Thursday voted to confirm Republican Congressman Mick Mulvaney as White House budget director under President Donald Trump. Senators narrowly approved Trump’s nominee along party lines in a 12-11 vote. Democrats criticized him for hard line fiscal positions on popular social programs and for failing to pay more than $15,000 in taxes in relation to a household employee until after he was nominated. His nomination will now move to the Senate floor for a full confirmation vote.  Mulvaney, a South Carolina Republican and a leading member of the conservative House Freedom Caucus, favors raising the Social Security retirement age to 70 and means-testing beneficiaries of the Medicare healthcare program. Budget committee Chairman Mike Enzi, a Wyoming Republican, told the panel Mulvaney is “uniquely qualified” to be budget director: “He is a proven budget hawk that’s been vocal about our need to rein in government spending and debt.”      But the nominee came under fire from Senator Bernie Sanders, an independent who ran for the Democratic presidential nomination last year.  The Vermont lawmaker warned that Mulvaney’s positions on Social Security and Medicare contradict Trump’s campaign statements to leave the programs untouched. Sanders also said his failure to pay taxes for a nanny he employed from 2000 to 2004 should disqualify him as a nominee.   Sanders and fellow independent Angus King of Maine voted with the committee’s nine Democrats to oppose Mulvaney. ",politicsNews,"February 2, 2017 ",0
HERE’S HOW CORRUPT VIRGINIA GOV Is Going Against Supreme Court Decision To Help Hillary Win His State,"Terry McAuliffe is a HUGE friend of the Clintons and is doing something so ridiculously wrong to help Hillary win Virginia It s how these people operate Remember Green Tech? Well, McAuliffe was involved with the Clintons and Hillary s brother in a scandal with pay to play for foreign visas:Report: Terry McAuliffe, Tony Rodham Received  Unprecedented  Favoritism from DHSMcAuliffe was also on the board of the Clinton Global Initiative.These people have no shame and will do WHATEVER IT TAKES to get what they want!The state court prevented McAuliffe from unilaterally using the governor s clemency authority to provide en-masse clearance for 206,000 Virginian felons so they can to vote, to serve on juries, run for office, and work as notaries. His order included murderers, rapists, sex offenders, kidnappers, child abusers, arsonists, drug traffickers, and other dangerous criminals. Read more: Breitbart",politics,"Aug 23, 2016",1
" Justice Thomas Asks Idiotic Question, Shows Us All Why He’s Been Silent For A Decade","The death of Supreme Court Justice Antonin Scalia has raised many questions and left the fate of the Supreme Court up in the air, especially since the GOP is flat-out refusing to allow President Obama s potential nominees through, no matter who they might be. However, Scalia s sudden demise also had another unintended   and very unexpected   effect: it made notoriously silent Justice Clarence Thomas open his mouth for the first time in literally a decade.The case before the court involved the 1996 law that stopped domestic abusers from owning firearms again. Being the staunch conservative that he is, Thomas didn t agree with this, and seemed to imply that wife beaters should be able to own guns, despite the very good reasons for prohibiting them from doing so. So, Thomas s first utterance on the court in the last ten years was also incredibly stupid. He asked: Can you give me another example where a misdemeanor suspends a constitutional right permanently? There was an audible gasp of surprise from the court; after all, many folks there probably don t even know what Clarence s voice sounds like. But, now, we understand why he didn t speak. He s clearly a f*cking moron. As Winning Democrats reports, Thomas decided to go to bat for the gun rights of violent men and engaged in the following tit-for-tat with Ilana Eisenstein, a Justice Department attorney: You re saying that a misdemeanor conviction results in a lifelong ban on possessing a gun,  Thomas said.  Which at least right now is a constitutional right. In these cases, did any of the petitioners use a weapon? Eisenstein responded that they had not. So it is not directly related  to the original crime, Thomas asked.Well, it seems that with Scalia gone, Thomas will be the one to fight for the rights of abusers everywhere to go on and kill the partners they victimize. Way to carry a monumentally stupid and dangerous torch, Justice Thomas. Shame on you.Featured image via screen capture from DailyNebraskan",News,"February 29, 2016",1
Powell faces early test of policy view as tax cuts near approval,"WASHINGTON (Reuters) - Incoming Federal Reserve chair Jerome Powell, chosen by U.S. President Donald Trump to keep the recovery humming, appears set to let an expected trillion=dollar tax cut run its course through the economy as weak wage growth and inflation buttress his view that the economy remains underpowered. Powell in statements throughout the year, culminating with his recent Senate confirmation hearing, has been clear he sees little risk of inflation that would prompt the Fed to raise rates faster than expected, and takes weak wage growth as a sign that sidelined workers remain to be drawn into jobs. New data added evidence to that view on Friday. Employment in November grew faster than expected, but wage growth remained muted. The share of working age adults with jobs continued a steady, six-year recovery that is approaching its pre-crisis peak. Even with the unemployment rate at a 17-year low of 4.1 percent, “there’s no sense of an overheating economy or a particularly tight labor market,” Powell told members of the Senate Banking Committee, saying that the Fed should raise rates only gradually.  Debate among Powell’s colleagues, meanwhile, has highlighted other risks if the Fed speeds its pace of rate increases. Some policymakers feel the central bank has already undercut its credibility by raising interest rates while inflation remains so weak. Others have noted that if the Fed continues raising short-term rates while long-term rates remain stalled, it could turn the shape of the bond yield curve upside down, a typical signal of recession.  “If the Fed gets its paradigm wrong and sees inflation that ultimately doesn’t materialize, and they take rates too far, then markets would feel aggrieved,” said Carl Tannenbaum, chief economist at Northern Trust in Chicago, and a former senior risk official at the Fed Board. Other analysts are starting to see a potential dovish surprise when Powell takes over in February, the tax cuts could kick in, and the Fed stands aside.   With a background as an investment banker rather than as an economist rooted in a particular analytical framework, Powell will lead “a more data-driven Fed, which at the current juncture means a more dovish Fed,” until and if inflation recovers, said Robin Brooks, chief economist at the Institute of International Finance.  He expects the Fed under Powell to only raise rates twice next year.   Policymakers will give an initial reading on the impact of the Republican tax plan when they meet next week. They are expected to raise interest rates for the third time this year. They will also update their economic and interest rate projections for 2018 and beyond, the first such forecasts since the outlines of the tax overhaul became clear. Top Republicans from the House and the Senate are rushing to complete negotiations to push the tax plan into law.   Though Janet Yellen remains Fed chair until February, her final scheduled press conference on Wednesday afternoon will set the policy backdrop Powell inherits. The 64-year-old lawyer will attend the meeting as a sitting governor, and help shape the statement issued that day by the Federal Open Market Committee. It is a group struggling with a fundamental issue. The economy is arguably as much as a half a percentage point below full employment, a condition in which prices and wages should be rising. Yet both remain weak. Into that mix, the tax cut legislation would put tens of billions of dollars back in the hands of corporations and households.  If there is still “slack” in the economy, that could produce faster real growth as spending and investment increase, and more workers are hired. However, if the economy is near or above its potential, as some measures indicate, it may merely cause faster-than-desired price increases, or a jump in stock and other asset values that raise concerns of a bubble.  As the tax plan advanced in Congress, forecasting shops at Goldman Sachs, JP Morgan and others penciled in a faster pace of Fed rate increases - essentially expecting the Fed would need to lean against the inflationary outcome. The tax package is “ultimately worth almost two additional Fed hikes” in coming years, Goldman Sachs economists David Mericle and Alec Phillips wrote in a recent analysis. But the new chair’s own public speeches and comments throughout the past year have shown an evolving faith that the Fed’s go-slow approach can continue, giving more time for workers to rebound from the 2007-2009 crisis without creating other economic risks. “Accommodative policy did not generate high inflation or excessive credit growth; rather, it helped restore full employment,” Powell said in June in his last extensive speech on monetary policy before he emerged as a contender for the top Fed job.  His outlook is consistent with positions Trump and current chair Janet Yellen have taken, and the depth of his commitment to that view will be a critical part of the Fed’s debate about whether and how to react to the tax plan. At his confirmation hearing, Powell avoided any direct critique or endorsement of the pending legislation, telling lawmakers fiscal policy was their domain. But when asked about Fed staff research that challenged a key Republican premise that corporate tax cuts generate jobs, Powell kept his distance. “It’s just someone’s research,” Powell told senators. “Don’t associate that with a position of the board.” ",politicsNews,"December 11, 2017 ",0
Taiwan says Chinese air force exercised near island 16 times in last year,"TAIPEI (Reuters) - China s air force has carried out 16 rounds of exercises close to Taiwan in the last year or so, Taiwan s defense ministry said on Tuesday, warning that China s military threat was growing by the day. China considers self-ruled and democratic Taiwan to be its sacred territory and has never renounced the use of force to bring what it views as a wayward province under Chinese control. China has taken an increasingly hostile stance towards Taiwan since Tsai Ing-wen from the island s pro-independence Democratic Progressive Party won presidential elections last year. Beijing suspects her of pushing for the island s formal independence, a red line for China. Tsai says she wants peace with China, but that she will defend Taiwan s security and way of life. In a lengthy report, Taiwan s defense ministry listed the number of times China s air force had drilled near the island since the end of October last year and which aircraft were involved, including bombers and advanced fighter jets. Of the 16 drills, 15 of them were around Taiwan, flying through the Bashi Channel which separates Taiwan from the Philippines and near Japan s Miyako island, to the north of Taiwan. The other drill was through the Bashi Channel and out into the Pacific. China has repeatedly said the drills are routine. Taiwan s defense ministry said China was the island s biggest security threat.  The Chinese military s strength continues to grow rapidly,  it said.   There have been massive developments in military reforms, combined operations, weapons development and production, the building of overseas military bases and military exercises, and the military threat towards us grows daily.  Chinese missiles can already cover all of Taiwan, and China has been improving its abilities in long-range anti-ship missiles  to build an ability to resist foreign forces , the ministry added. Tensions rose earlier this month after a senior Chinese diplomat threatened that China would invade Taiwan if any U.S. warships made port visits there. Taiwan is well equipped with mostly U.S.-made weapons, but has been pressing Washington to sell more advanced equipment. The United States is bound by law to provide Taiwan with the means to defend itself, to China s distaste. Proudly democratic Taiwan has shown no interest in being run by autocratic China, and Taiwan s government has accused Beijing of not understanding what democracy is all about when it criticizes Taipei. ",worldnews,"December 26, 2017 ",0
CATHOLIC PARTIAL BIRTH-ABORTION SUPPORTING DEMOCRAT Steals Pope’s Water To Drink And Splash On Grandkids [Video]…You Won’t Believe What He’s Doing Next,"He did the same thing at Obama s inauguration Sounds like someone needs a trip to the confessional (and/or a psychiatrist) Rep. Bob Brady, a Democrat, supports partial birth abortion.h/t Gateway PunditBut wait the story gets even better:This is not the first time Brady has pulled a stunt like this, with the Philadelphia Daily News reporting he did the same thing after President Obama s inauguration, though he just saved that glass and did not drink from it.They also spoke to Representative Brady who said he had saved the cup and would have police dust it for fingerprints to prove it was used by Pope Francis.He also had police dust President Obama s glass as well.Via: Daily Mail ",left-news,"Sep 26, 2015",1
"COLLEGE That Receives $280 Million In State, Federal Funds Offers “African American Resistance in the Era of Donald Trump” Class [VIDEO]","OSU will receive more than $212 million in federal funding in 2016, they ll receive and additional $68 million in state funds.This winter, students at Oregon State University will have the opportunity to take a new class that promises to teach them about how African Americans have historically resisted the  white supremacy. The class, titled  African American Resistance in the Era of Donald Trump,  will be taught by Dr. Dwaine Plaza, a professor of sociology and current Chair of the Sociology Program in the School of Public Policy.Plaza announced the new class last week in an email sent to some Oregon State students and obtained by Campus Reform, explaining that  The goal of the course is to give students an understanding for how racism is deeply embedded in social media, movies, television shows, music, art, literature, and sports. In a statement to Campus Reform, Plaza asserted that  the class emerged after the November 8 election,  because  In my opinion we are about to step back into the 1960s when whiteness was currency and people of color needed to be in the shadows struggling for whatever trickles down to us. According to a copy of the syllabus obtained by Campus Reform, the course will teach students about the  evolution of modern racism  from the post-emancipation period up to the election of Donald Trump.Students will also learn about topics such as The Black Panther Party, The Harlem Renaissance, and Racism in Oregon.The class will be held from January 9 through March 17, according to the Oregon State course catalogue, and up to 20 students will be able to take the course, 17 of whom are already enrolled. Two other professors, Larry Rodgers and Marilyn Stewart, will also help teach the course.  Campus ReformOregon is a hot-bed for radical Trump haters. It was one of only a handful of states Hillary won with only 50% of the vote to Trump s 39.3%. On April 9, 2016 anti-Trump terrorists took over a Portland State University pro-Trump student meeting. There is so much irony in people who behave like common thugs and terrorists carrying signs saying,  Love Trumps hate,  while screaming down and threatening anyone with opposing views. ",politics,"Dec 14, 2016",1
Antitrust head Baer to serve as No. 3 at Justice Department,"WASHINGTON (Reuters) - U.S. Attorney General Loretta Lynch announced on Monday that Bill Baer will serve as acting associate attorney general, leaving his position as head of the department’s Antitrust Division to take the No. 3 post at the department.  Baer was considered most likely to replace Stuart Delery, the acting associate attorney general, who announced last week that he will leave on April 17. “From his work at the Federal Trade Commission to his leadership of the Justice Department’s Antitrust Division, he has demonstrated keen intelligence, strong judgment and consummate skill,” Lynch said of Baer in a statement.  Lynch did not say whether the Obama administration would seek to confirm Baer through a Senate nomination process.  As head of the Justice Department’s Antitrust Division, Baer oversaw such cases as the scheme by Citigroup, JPMorgan Chase, Barclays and others to rig the foreign currency exchange spot market as well as the case against Apple for price-fixing e-books, Lynch said.  The Justice Department declined to comment on who would replace Baer in the Antitrust division.  ",politicsNews,"April 11, 2016 ",0
Egypt housing minister to head government while premier receives treatment abroad: Ahram,"CAIRO (Reuters) - Egypt has appointed Housing Minister Mustafa Madbuly to serve as interim prime minister while Prime Minister Sherif Ismail receives medical treatment abroad, state newspaper Al-Ahram reported on Thursday. The cabinet said on Wednesday that Ismail would travel to Germany on Thursday for surgery and is expected to remain there for three weeks, though it did not specify the condition he would be treated for. ",worldnews,"November 23, 2017 ",0
"U.S., Russian generals talk face-to-face on Syria","WASHINGTON (Reuters) - U.S. and Russian generals held a face-to-face meeting this week in an effort to avoid accidental clashes as both sides fight to retake what is left of Islamic State s territory in Syria, U.S. military officials said on Thursday.   They had a face-to-face discussion, laid down maps and graphics,  Army Colonel Ryan Dillon, a Baghdad-based spokesman for the U.S.-led coalition, told a Pentagon briefing. He added that it appeared to be the first meeting of its kind.  A U.S. military official, speaking to Reuters on condition of anonymity, said the participants included both U.S. and Russian generals. ",worldnews,"September 21, 2017 ",0
China says opposes unilateral sanctions after new U.S. curbs target North Korea,BEIJING (Reuters) - China s Foreign Ministry said on Wednesday that China opposed unilateral sanctions after the United States imposed new curbs against 13 Chinese and North Korean organizations. Ministry spokesman Lu Kang made the comment at a daily news briefing. ,worldnews,"November 22, 2017 ",0
"Pope to meet top Buddhist monks in Myanmar, address military","VATICAN CITY (Reuters) - Pope Francis will meet Myanmar s top Buddhist monks, its military generals and civilian leader Aung San Suu Kyi in November when he visits that country and Bangladesh, both caught up in a crisis over the Rohingya Muslim minority.   According to a full program of the Nov. 26-Dec. 2 trip released by the Vatican on Tuesday, the pope will say two Masses in Buddhist-majority Myanmar and one in Bangladesh, which is predominantly Muslim. Francis will be the first pope to visit Myanmar and the second to visit Bangladesh, where Pope John Paul visited in 1986. The pope arrives in Yangon, the country s largest city, on Nov. 27 after a flight of more than 10 hours and is scheduled to rest for about 24 hours before heading to the country s capital Naypyitaw for a day.   There, he will have separate private talks with President Htin Kyaw and Suu Kyi, who is both State Counsellor and Foreign Minister, making her effectively the country s civilian leader.   A senior Vatican official said military leaders are expected to attend a separate, public meeting where the pope will address politicians and diplomats. This is where he is expected to give the keynote speech of the trip.   Myanmar is facing international scrutiny over the plight of its Rohingya community. In February, Francis said they had been tortured and killed simply because they wanted to live their culture and Muslim faith.   Last August, some hard-line Buddhists were riled with the pope spoke about  the persecution of our Rohingya brothers and sisters  and asked Catholics to pray for them, adding that they should be given  their full rights .   On Nov. 29, the pope will address the Sangha Maha Nayaka, the country s highest Buddhist authority, which is a government-backed panel of senior monks responsible for regulating the Buddhist clergy.   The United Nations refugee agency said on Tuesday that Bangladesh border guards reported more than 11,000 Rohingya refugees crossing into their country from Myanmar on Monday alone..   The government offensive has drawn international condemnation and U.N. accusations of ethnic cleansing, which the government denies.   There are about 700,000 Roman Catholics in Myanmar according to the country s cardinal, Charles Maung Bo, out of a population of about 51.4 million.   Catholics make up a tiny minority in Bangladesh. Francis will be the second pope to visit that country, after Pope John Paul in 1986. (This refiled version of the story adds dropped numeral in second paragraph Nov 26 instead of 6). ",worldnews,"October 10, 2017 ",0
Trump says lawsuit charging he violated Constitution is 'without merit',WASHINGTON (Reuters) - U.S. President Donald Trump told reporters on Monday that a lawsuit accusing him of violating the U.S. Constitution by allowing his hotels and other businesses to accept payments from foreign governments was “without merit.” His remarks to reporters in the Oval Office coincided with a letter by Democratic lawmakers asking the U.S. General Services Administration what it was doing about Trump’s hotel lease for the Old Post Office building. They said the lease states that no elected official of the federal government can share in the agreement or benefit from it. ,politicsNews,"January 23, 2017 ",0
CROOKED HILLARY CLINTON’S Latest Speech To Be Crashed By Angry HAITIANS Pushing For Answers,"Hillary Clinton always goes back to the black community and this is just another case of pandering. It s pretty sickening that she s even being asked to speak at a college commencement ANY college commencement! The Clinton GRIFTERS also owe the Haitian community answers on where money went after the Haiti earthquake relief effort.  The Haitian community is up in arms over much that happened after the 2010 earthquake. This should be interesting:Here is how the Clinton s used the money that Americans donated to help the devastated residents of Haiti to enrich themselves:On June 8, Hillary Clinton is scheduled to serve as the Class of 2017 commencement speaker at Medgar Evers College in Brooklyn, New York, where she will also be awarded an honorary degree. The announcement has incited protests from several members of the Haitian community who plan to protest the speech and are pushing the college s president, Rudy Crew, to rescind the invitation.PANDERING TO THE BLACK COMMUNITY IN TIMES OF TROUBLE: Every time the Clintons get in a bind, they run to the black community to whitewash their tarnished image,  said Komokoda, the Haitian group protesting the speech, in a statement.  After Bill Clinton was impeached for lying under oath in the Monica Lewinsky affair, he brought in Jesse Jackson and a host of black preachers to lead prayers with him at the White House. To divert attention from her  deleted emails  debacle, Hillary had Bill DeBlasio s wife, Chirlane McCray, bring her to Brownsville, one of the most impoverished neighborhoods in Brooklyn, for a photo op with little black children. When newspaper editorials and cartoons were blasting her for her unending lies and demanding investigations and prosecutions, former New York City mayor David Dinkins brought her out for a keynote speech at his Dinkins Leadership & Public Policy Forum at Columbia University. Today, for her resurrection from a shameful defeat by the last person most reasonable people felt could ever be president of the United States, the dirty work falls to Rudy Crew. HAITI RELIEF SCAM   QUESTIONS REMAIN:The Clintons  role in Haiti has incited immense criticism and has tarnished their relationship with the Haitian community. In 2010, Haiti suffered a massive earthquake. Several NGOs and the United Nations flocked to Haiti to help relief efforts, but their intervention came with several costs. In 2011, UN Peacekeepers caused a massive cholera outbreak that killed at least 9,500 people and sickened 800,000 others. During this time, Bill Clinton served as the United Nations Special Envoy to Haiti while Hillary Clinton served as secretary of state. While the Clinton Foundation has staunchly defended their role in Haiti, their involvement in the country has been far from successful.  Many of the most notable investments the Clintons helped launch, such as the new Marriott in the capital, have primarily benefited wealthy foreigners and the island s ruling elite, who needed little help to begin with,  wrote Jonathan Katz for Politico in 2015.For Komokoda and many Haitians, the Clintons epitomize NGOs and corporations exploiting the crisis and relief efforts in Haiti for their own gain. Haitians also blame the Clintons for the controversial rule of former Haitian President Michel Martelly, who stepped down in February 2016 due to his record of corruption after the Clintons helped him get elected in 2010.MORE ON THE CLINTON FOUNDATION SCAM ON HAITI:Read more: Observer",left-news,"May 19, 2017",1
"Peru's Fujimori taken to hospital from prison, life at risk: doctor","LIMA (Reuters) - Peru s former President Alberto Fujimori was rushed from prison to a local hospital by ambulance late on Saturday after suffering a severe drop in blood pressure and abnormal heart rhythm that put him at risk of dying, Fujimori s doctor said. Cardiologists recommended that he be removed from prison immediately, Alejandro Aguinaga said.  It looks complicated,  he told journalists gathered outside the hospital. Fujimori, 79, is serving a 25-year sentence for graft and human rights crimes. He is a deeply divisive figure in Peru. While many consider him a corrupt dictator, others credit him with ending an economic crisis and bloody leftist insurgency during his 1990-2000 term. The medical emergency will likely heap pressure on center-right President Pedro Pablo Kuczynski to free the former  leader, a move that could rewrite political alliances and spark protests in one of Latin America s most stable economies. Three days earlier, a faction of Fujimori s supporters in Congress unexpectedly saved Kuczynski from a motion that would have forced him from office less than two years into his five-year-term. The opposition said Kuczynski only survived the vote by promising 10 lawmakers that he would free Fujimori if they backed him. Kuczynski s government denies the allegations. Fujimori fled Peru for his parent s native Japan as his government imploded in a graft scandal at the turn of the century. He was eventually extradited to Peru and was convicted for leading death squads that massacred civilians. Despite Fujimori s downfall, the rightwing populist movement Fujimori started in the 1990s remains one of the country s most potent political forces. His two adult children, Keiko and Kenji, lead rival factions of the rightwing party, Popular Force, that controls a majority of seats in Congress and pushed to oust Kuczynski this week. Over the past year, Kenji has challenged his sister Keiko s leadership and he has led calls for his release, which could give him a boost if he is freed. TV images showed Kenji, who led the faction that backed Kuczynski, riding in the ambulance that drove Fujimori to the Peruvian-Japanese Centenario Clinic for treatment.  If a (presidential) pardon happens now, it s because there was a pact,  Congresswoman Marisa Glave said on Twitter.  A pardon can t be decided in an under-the-table deal.  Glave is one of about 10 leftist lawmakers who - despite criticizing Kuczynski as a lobbyist - opted not to support the bid to oust him out of fear it would empower Popular Force. Fujimori s well-organized foes were key to Kuczynski s razor-thin victory over Keiko in last year s presidential election, and to keeping Keiko s followers from ousting him this week. Fujimori s supporters dismissed suggestions that his health troubles were a ruse to pave the way for a pardon.  There s no circus,  Luisa Maria Cuculiza, a former ruling party lawmaker during his government, said on local broadcaster RPP. ",worldnews,"December 23, 2017 ",0
Top House conservative says U.S. healthcare bill likely to pass on Thursday,"WASHINGTON (Reuters) - The head of the House of Representatives conservative Freedom Caucus said Republicans were confident that their healthcare overhaul would likely win passage in a vote later on Thursday. “We’re optimistic that we’ll pass it out of the House today,” caucus chairman Representative Mark Meadows said in an interview on MSNBC’s “Morning Joe” program. ",politicsNews,"May 4, 2017 ",0
WHAT A FOURSOME! Trump Plays With Golf Greats [Video],"President Trump announced he d be playing golf  quickly  with Jupiter Island resident Tiger Woods and PGA star Dustin Johnson .A lucky Instagram user got some great photos and video:WHAT A TREAT   THE PRESIDENT AND GOLF GREATS!An Instagram user spotted the president at Trump National Golf Course on Friday morning with Tiger Woods and Dustin Johnson:  Just your average morning! Excited my kids were able to see our President and the others were just a bonus,  user hwalks wrote in her Instagram post. She posted pictures and a video of Trump, Woods, and Johnson on the golf course making their rounds.  Just your average morning!! Excited my kids were able to see our President and the others were a bonus! #Tigerwoods #dustinjohnson #bradfaxon #donaldtrump #presidenttrumpA post shared by Always_7 (@hwalks) on Nov 24, 2017 at 6:53am PSTDR ERIC KAPLAN POSTED:The President with Dustin Johnson, Tiger Woods , Brad Faron, at Trump Jupiter, a great Potus & host pic.twitter.com/MJ3Hr4DNj5  Dr. Eric Kaplan (@drekaplan) November 24, 2017GOLF.COM PICKED UP THE VIDEO AND PICTURES: President Trump greets his playing partners Tiger Woods, Dustin Johnson and Brad Faxon at Trump National Golf Club in Jupiter. What do you think they were talking about on the range?A post shared by Golf Magazine (@golf_com) on Nov 24, 2017 at 8:48am PSTYou will not read this in media, but Trump is such a good host to media, food galore gave the media VIP private room pic.twitter.com/8WrJZn2XgM  Dr. Eric Kaplan (@drekaplan) November 24, 2017AFTER GOLF   BACK TO BUSINESSPresident Trump left the Trump National Golf Club in Jupiter around 1:45 p.m., and spoke with the president of Egypt over the horrific terror attack at a mosque on Friday morning.Trump tweeted that he will  discuss the tragic terrorist attack , and added that we  have to get tougher and smarter  and  need the wall, need the ban. Trump and Woods played golf last December at Trump International while Trump was president-elect. Since becoming president, Trump s golf partners have included Washington Redskins quarterback Kirk Cousins, future NFL Hall of Famer Peyton Manning and professional golfers Ernie Els and Rory McIlroy. Republican Sen. Rand Paul of Kentucky and Republican Sen. Bob Corker of Tennessee have also joined Trump on the links. ",politics,"Nov 24, 2017",1
Obama lawyers move fast to join fight against Trump,"WASHINGTON (Reuters) - When Johnathan Smith resigned from the U.S. Justice Department on Inauguration Day, he looked forward to spending time with his infant son, but that plan unraveled a week later when President Donald Trump unveiled his explosive foreign travel ban. Within two weeks, Smith had a new job as legal director of civil rights group Muslim Advocates and was drafting briefs for a successful court challenge to the ban, joining other former top Obama administration lawyers now fighting Trump. It is not surprising that Smith and some of his colleagues, political appointees of Democratic President Barack Obama, would leave the Justice Department now led by Republicans. What is unusual is how fast they have signed up to be Trump adversaries. Some Republican lawyers say they were less hasty in moving into oppositional roles post-election. George Terwilliger, a senior Justice Department official under President George H.W. Bush, described the Obama lawyers’ actions as “unprecedented to my memory – and really bad form.” One reason for the Obama lawyers’ quick moves, some of them said, was Trump’s aggressive use of executive authority from day one, which was guaranteed to attract court challenges. Obama faced legal fights over executive power and some of his challengers were formerly lawyers for President George W. Bush, over issues such as immigration and Obamacare. But those came later in Obama’s presidency.  Besides Smith, other lawyers who have jumped into the fray include former Attorney General Eric Holder, who is advising California’s legislature on challenging Trump over immigration, environmental regulations and healthcare; and former acting solicitor general Neal Katyal, who is helping Hawaii contest Trump’s revised travel ban. Influential Manhattan prosecutor Preet Bharara and another 45 Obama-era U.S. attorneys are out of jobs after the Trump administration asked them to resign on Friday. Many of the Obama lawyers keep in touch, but reject the notion, proffered by some Republicans, that Obama is behind resistance efforts. Some of the lawyers credit their rapid transition to Trump’s hardline positions on key issues and to ethical concerns about his presidency and business interests. “There’s a unique threat to our democracy and Constitution that we see in the assault the president is mounting on the Muslim community,” said Smith, who worked on religious discrimination issues at the Justice Department. Norman Eisen, who was Obama’s top ethics lawyer and later ambassador to the Czech Republic, had expected to focus on his work at a think tank after Trump’s election. But instead, he said, “the ethics emergency of constitutional dimensions has galvanized me back into my initial Obama role.”  Eisen is now also chairing Citizens for Responsibility and Ethics in Washington, a watchdog group he co-founded. The group has already sued Trump over alleged ethics violations. Other Obama appointees taking on Trump include former White House lawyer Ian Bassin who has founded United to Protect Democracy, a new group probing Trump over ethics; and James Cadogan, who worked with Smith at the Justice Department, and is now at the NAACP Legal Defense and Education Fund, a civil rights group already clashing with the new administration. Some career government lawyers, who are not political appointees and normally do not resign in power shifts, have also resigned to oppose Trump. One is Sharon McGowan, who worked on LGBT issues at the Justice Department. On Inauguration Day, she was offered a job as director of strategy at Lambda Legal, an LGBT advocacy group. McGowan said she decided to leave Justice when Trump named Jeff Sessions, a hardline conservative Alabama senator, to be attorney general. That was a “game-changer,” she said. “I knew there would be no chance for me to preserve what I’ve been working on so hard.” ",politicsNews,"March 13, 2017 ",0
